Objectid,Year,County,City,Medprice,Medprice_Ia,Percentchngprice,Percentchngpriceia,Source
1583,2016,Santa Clara County,Monte Sereno,3018000,3510000,0.992079207920792,0.347926267281106,Zillow
1584,2016,Santa Clara County,Morgan Hill,825000,960000,0.722338204592902,0.166464155528554,Zillow
1585,2016,Santa Clara County,Mountain View,1436000,1670000,1.58273381294964,0.746861924686192,Zillow
1586,2016,Santa Clara County,Palo Alto,2770000,3221000,1.593632958801498,0.754357298474946,Zillow
1587,2016,Santa Clara County,San Jose,839000,976000,1.051344743276284,0.386363636363636,Zillow
1588,2016,Santa Clara County,Santa Clara,1008000,1172000,1.285714285714286,0.546174142480211,Zillow
1589,2016,Santa Clara County,Saratoga,2469000,2872000,1.108454312553373,0.426726279185296,Zillow
1590,2016,Santa Clara County,Sunnyvale,1316000,1530000,1.511450381679389,0.696230598669623,Zillow
1591,2016,Solano County,Benicia,550000,639000,0.909722222222222,0.290909090909091,Zillow
1592,2016,Solano County,Dixon,380000,442000,0.835748792270531,0.238095238095238,Zillow
1593,2016,Solano County,Fairfield,386000,450000,0.820754716981132,0.232876712328767,Zillow
1594,2016,Solano County,Rio Vista,329000,383000,0.63681592039801,0.106936416184971,Zillow
1595,2016,Solano County,Suisun City,334000,389000,0.739583333333333,0.175226586102719,Zillow
1596,2016,Solano County,Vacaville,388000,452000,0.856459330143541,0.259052924791086,Zillow
1597,2016,Solano County,Vallejo,331000,385000,0.706185567010309,0.149253731343284,Zillow
1598,2016,Sonoma County,Cloverdale,463000,538000,0.815686274509804,0.228310502283105,Zillow
1599,2016,Sonoma County,Cotati,493000,573000,0.8125,0.221748400852878,Zillow
1600,2016,Sonoma County,Healdsburg,788000,916000,0.97,0.333333333333333,Zillow
1601,2016,Sonoma County,Petaluma,620000,721000,0.925465838509317,0.299099099099099,Zillow
1602,2016,Sonoma County,Rohnert Park,480000,558000,0.867704280155642,0.262443438914027,Zillow
1603,2016,Sonoma County,Santa Rosa,507000,590000,0.898876404494382,0.285403050108932,Zillow
1604,2016,Sonoma County,Sebastopol,744000,865000,0.947643979057592,0.316590563165906,Zillow
1605,2016,Sonoma County,Sonoma,722000,840000,0.956639566395664,0.324921135646688,Zillow
1606,2016,Sonoma County,Windsor,543000,631000,0.946236559139785,0.314583333333333,Zillow
1607,2017,Alameda County,Alameda,913000,1029000,1.371428571428571,0.554380664652568,Zillow
1608,2017,Alameda County,Albany,958000,1079000,1.76878612716763,0.81344537815126,Zillow
1609,2017,Alameda County,Berkeley,1167000,1315000,1.62247191011236,0.718954248366013,Zillow
1610,2017,Alameda County,Dublin,880000,992000,1.256410256410256,0.478390461997019,Zillow
1611,2017,Alameda County,Emeryville,491000,553000,1.654054054054054,0.733542319749216,Zillow
1612,2017,Alameda County,Fremont,951000,1071000,1.515873015873016,0.647692307692308,Zillow
1613,2017,Alameda County,Hayward,581000,654000,1.209125475285171,0.446902654867257,Zillow
1614,2017,Alameda County,Livermore,730000,822000,1.17910447761194,0.427083333333333,Zillow
1615,2017,Alameda County,Newark,793000,894000,1.447530864197531,0.605026929982047,Zillow
1616,2017,Alameda County,Oakland,658000,741000,1.590551181102362,0.695652173913044,Zillow
1617,2017,Alameda County,Piedmont,2030000,2287000,2.711151736745887,1.430393198724761,Zillow
1618,2017,Alameda County,Pleasanton,1037000,1168000,1.259259259259259,0.480354879594423,Zillow
1619,2017,Alameda County,San Leandro,587000,662000,1.223484848484849,0.454945054945055,Zillow
1620,2017,Alameda County,Union City,783000,882000,1.358433734939759,0.547368421052632,Zillow
1621,2017,Contra Costa County,Antioch,484000,545000,0.375,-0.099173553719008,Zillow
1622,2017,Contra Costa County,Brentwood,583000,657000,0.833333333333333,0.198905109489051,Zillow
1623,2017,Contra Costa County,Concord,471000,531000,1.94375,0.923913043478261,Zillow
1624,2017,Contra Costa County,Danville,1633000,1840000,1.24931129476584,0.473178542834267,Zillow
1625,2017,Contra Costa County,Hercules,659000,742000,,,Zillow
1626,2017,Contra Costa County,Lafayette,1238000,1395000,1.202846975088968,0.442605997931748,Zillow
1627,2017,Contra Costa County,Martinez,554000,624000,1.279835390946502,0.492822966507177,Zillow
1628,2017,Contra Costa County,Moraga,1317000,1484000,,,Zillow
1629,2017,Contra Costa County,Oakley,506000,570000,0.984313725490196,0.301369863013699,Zillow
1630,2017,Contra Costa County,Orinda,1923000,2166000,,,Zillow
1631,2017,Contra Costa County,Pittsburg,534000,602000,0.920863309352518,0.259414225941422,Zillow
1632,2017,Contra Costa County,Pleasant Hill,741000,835000,0.743529411764706,0.140710382513661,Zillow
1633,2017,Contra Costa County,Richmond,518000,584000,1,0.312359550561798,Zillow
1634,2017,Contra Costa County,San Pablo,384000,432000,1.313253012048193,0.51048951048951,Zillow
1635,2017,Contra Costa County,San Ramon,1163000,1310000,1.485042735042735,0.629353233830846,Zillow
1636,2017,Contra Costa County,Walnut Creek,900000,1013000,1.278481012658228,0.491899852724595,Zillow
1637,2017,Marin County,Belvedere,3889000,4382000,0.925247524752475,0.262096774193548,Zillow
1638,2017,Marin County,Corte Madera,1392000,1569000,0.971671388101983,0.292421746293245,Zillow
1639,2017,Marin County,Fairfax,911000,1026000,0.954935622317597,0.27930174563591,Zillow
1640,2017,Marin County,Larkspur,1604000,1807000,1.252808988764045,0.475102040816326,Zillow
1641,2017,Marin County,Mill Valley,1522000,1715000,0.912060301507538,0.253654970760234,Zillow
1642,2017,Marin County,Novato,804000,906000,0.806741573033708,0.182767624020888,Zillow
1643,2017,Marin County,Ross,3186000,3590000,1.307023895727733,0.512215669755687,Zillow
1644,2017,Marin County,San Anselmo,1161000,1308000,0.991423670668954,0.305389221556886,Zillow
1645,2017,Marin County,San Rafael,989000,1115000,0.883809523809524,0.234772978959025,Zillow
1646,2017,Marin County,Sausalito,1278000,1440000,0.936363636363636,0.268722466960352,Zillow
1647,2017,Marin County,Tiburon,2486000,2801000,0.9888,0.304003724394786,Zillow
1648,2017,Napa County,American Canyon,542000,611000,1.76530612244898,0.807692307692308,Zillow
1649,2017,Napa County,Calistoga,857000,965000,1.158690176322418,0.410818713450292,Zillow
1650,2017,Napa County,Napa,643000,724000,1.408239700374532,0.577342047930283,Zillow
1651,2017,Napa County,Yountville,939000,1058000,0.557213930348259,0.020250723240116,Zillow
1652,2017,San Francisco County,San Francisco,1226000,1381000,1.527835051546392,0.653892215568862,Zillow
1653,2017,San Mateo County,Atherton,6168000,6949000,1.099387338325391,0.375767174816868,Zillow
1654,2017,San Mateo County,Belmont,1649000,1857000,1.592767295597484,0.697440585009141,Zillow
1655,2017,San Mateo County,Brisbane,907000,1021000,1.070776255707762,0.355909694555113,Zillow
1656,2017,San Mateo County,Burlingame,1969000,2218000,1.597625329815303,0.702225633154259,Zillow
1657,2017,San Mateo County,Colma,874000,984000,1.252577319587629,0.473053892215569,Zillow
1658,2017,San Mateo County,Daly City,894000,1007000,1.403225806451613,0.5734375,Zillow
1659,2017,San Mateo County,East Palo Alto,823000,928000,1.311797752808989,0.516339869281046,Zillow
1660,2017,San Mateo County,Foster City,1412000,1591000,1.557971014492753,0.67650158061117,Zillow
1661,2017,San Mateo County,Half Moon Bay,1121000,1263000,1.012567324955117,0.316996871741397,Zillow
1662,2017,San Mateo County,Hillsborough,4238000,4774000,1.418949771689498,0.585519760876785,Zillow
1663,2017,San Mateo County,Menlo Park,2210000,2490000,1.982456140350877,0.952941176470588,Zillow
1664,2017,San Mateo County,Millbrae,1553000,1750000,1.461172741679873,0.612903225806452,Zillow
1665,2017,San Mateo County,Pacifica,940000,1059000,1.238095238095238,0.466759002770083,Zillow
1666,2017,San Mateo County,Portola Valley,3389000,3818000,0.936571428571429,0.268860086407444,Zillow
1667,2017,San Mateo County,Redwood City,1406000,1584000,1.537906137184116,0.66211962224554,Zillow
1668,2017,San Mateo County,San Bruno,970000,1092000,1.48081841432225,0.625,Zillow
1669,2017,San Mateo County,San Carlos,1721000,1939000,1.655864197530864,0.742138364779874,Zillow
1670,2017,San Mateo County,San Mateo,1271000,1432000,1.506903353057199,0.642201834862385,Zillow
1671,2017,San Mateo County,South San Francisco,894000,1007000,1.304123711340206,0.509745127436282,Zillow
1672,2017,San Mateo County,Woodside,3437000,3872000,1.194763729246488,0.438870308435526,Zillow
1673,2017,Santa Clara County,Campbell,1154000,1300000,1.476394849785408,0.620947630922693,Zillow
1674,2017,Santa Clara County,Cupertino,1922000,2165000,1.590296495956873,0.698039215686274,Zillow
1675,2017,Santa Clara County,Gilroy,700000,788000,0.741293532338308,0.138728323699422,Zillow
1676,2017,Santa Clara County,Los Altos,2908000,3276000,1.427378964941569,0.590291262135922,Zillow
1677,2017,Santa Clara County,Los Altos Hills,4104000,4624000,1.053026513256628,0.345359324992726,Zillow
1678,2017,Santa Clara County,Los Gatos,1798000,2026000,1.155875299760192,0.412831241283124,Zillow
1679,2017,Santa Clara County,Milpitas,898000,1011000,1.206388206388206,0.446351931330472,Zillow
1680,2017,Santa Clara County,Monte Sereno,3075000,3465000,1.02970297029703,0.330645161290322,Zillow
1681,2017,Santa Clara County,Morgan Hill,873000,983000,0.822546972860125,0.194410692588092,Zillow
1682,2017,Santa Clara County,Mountain View,1513000,1705000,1.721223021582734,0.78347280334728,Zillow
1683,2017,Santa Clara County,Palo Alto,2828000,3187000,1.647940074906367,0.735838779956427,Zillow
1684,2017,Santa Clara County,San Jose,893000,1006000,1.183374083129584,0.428977272727273,Zillow
1685,2017,Santa Clara County,Santa Clara,1086000,1224000,1.462585034013606,0.614775725593667,Zillow
1686,2017,Santa Clara County,Saratoga,2544000,2866000,1.172502134927412,0.42374565325385,Zillow
1687,2017,Santa Clara County,Sunnyvale,1410000,1588000,1.690839694656489,0.760532150776053,Zillow
1688,2017,Solano County,Benicia,581000,655000,1.017361111111111,0.323232323232323,Zillow
1689,2017,Solano County,Dixon,406000,457000,0.961352657004831,0.280112044817927,Zillow
1690,2017,Solano County,Fairfield,417000,470000,0.966981132075472,0.287671232876712,Zillow
1691,2017,Solano County,Rio Vista,354000,399000,0.761194029850746,0.153179190751445,Zillow
1692,2017,Solano County,Suisun City,365000,412000,0.901041666666667,0.244712990936556,Zillow
1693,2017,Solano County,Vacaville,416000,468000,0.990430622009569,0.303621169916435,Zillow
1694,2017,Solano County,Vallejo,365000,411000,0.881443298969072,0.226865671641791,Zillow
1695,2017,Sonoma County,Cloverdale,508000,573000,0.992156862745098,0.308219178082192,Zillow
1696,2017,Sonoma County,Cotati,533000,601000,0.959558823529412,0.281449893390192,Zillow
1697,2017,Sonoma County,Healdsburg,830000,935000,1.075,0.36098981077147,Zillow
1698,2017,Sonoma County,Petaluma,668000,752000,1.074534161490683,0.354954954954955,Zillow
1699,2017,Sonoma County,Rohnert Park,521000,587000,1.027237354085603,0.328054298642534,Zillow
1700,2017,Sonoma County,Santa Rosa,544000,612000,1.037453183520599,0.333333333333333,Zillow
1701,2017,Sonoma County,Sebastopol,805000,906000,1.107329842931937,0.378995433789954,Zillow
1702,2017,Sonoma County,Sonoma,750000,845000,1.032520325203252,0.332807570977918,Zillow
1703,2017,Sonoma County,Windsor,582000,655000,1.086021505376344,0.364583333333333,Zillow
1704,2018,Alameda County,Alameda,996000,1081000,1.587012987012987,0.632930513595166,Zillow
1705,2018,Alameda County,Albany,1073000,1164000,2.101156069364162,0.956302521008403,Zillow
1706,2018,Alameda County,Berkeley,1279000,1388000,1.874157303370787,0.81437908496732,Zillow
1707,2018,Alameda County,Dublin,975000,1057000,1.5,0.575260804769002,Zillow
1708,2018,Alameda County,Emeryville,539000,584000,1.913513513513514,0.830721003134796,Zillow
1709,2018,Alameda County,Fremont,1128000,1223000,1.984126984126984,0.881538461538462,Zillow
1710,2018,Alameda County,Hayward,670000,726000,1.547528517110266,0.606194690265487,Zillow
1711,2018,Alameda County,Livermore,814000,883000,1.429850746268657,0.532986111111111,Zillow
1712,2018,Alameda County,Newark,965000,1046000,1.978395061728395,0.877917414721724,Zillow
1713,2018,Alameda County,Oakland,738000,801000,1.905511811023622,0.832951945080092,Zillow
1714,2018,Alameda County,Piedmont,2173000,2357000,2.972577696526508,1.504782146652497,Zillow
1715,2018,Alameda County,Pleasanton,1186000,1287000,1.583877995642701,0.631178707224335,Zillow
1716,2018,Alameda County,San Leandro,667000,724000,1.526515151515151,0.591208791208791,Zillow
1717,2018,Alameda County,Union City,925000,1003000,1.786144578313253,0.759649122807018,Zillow
1718,2018,Contra Costa County,Antioch,529000,574000,0.502840909090909,-0.051239669421488,Zillow
1719,2018,Contra Costa County,Brentwood,631000,684000,0.984276729559748,0.248175182481752,Zillow
1720,2018,Contra Costa County,Concord,495000,537000,2.09375,0.945652173913044,Zillow
1721,2018,Contra Costa County,Danville,1742000,1889000,1.399449035812672,0.512409927942354,Zillow
1722,2018,Contra Costa County,Hercules,716000,777000,,,Zillow
1723,2018,Contra Costa County,Lafayette,1297000,1406000,1.307829181494662,0.453981385729059,Zillow
1724,2018,Contra Costa County,Martinez,601000,652000,1.473251028806584,0.559808612440191,Zillow
1725,2018,Contra Costa County,Moraga,1361000,1476000,,,Zillow
1726,2018,Contra Costa County,Oakley,542000,588000,1.125490196078431,0.342465753424658,Zillow
1727,2018,Contra Costa County,Orinda,2027000,2198000,,,Zillow
1728,2018,Contra Costa County,Pittsburg,577000,625000,1.075539568345324,0.307531380753138,Zillow
1729,2018,Contra Costa County,Pleasant Hill,782000,848000,0.84,0.158469945355191,Zillow
1730,2018,Contra Costa County,Richmond,582000,631000,1.247104247104247,0.417977528089888,Zillow
1731,2018,Contra Costa County,San Pablo,410000,445000,1.469879518072289,0.555944055944056,Zillow
1732,2018,Contra Costa County,San Ramon,1270000,1377000,1.713675213675214,0.712686567164179,Zillow
1733,2018,Contra Costa County,Walnut Creek,958000,1039000,1.425316455696203,0.53019145802651,Zillow
1734,2018,Marin County,Belvedere,3962000,4298000,0.961386138613861,0.237903225806452,Zillow
1735,2018,Marin County,Corte Madera,1458000,1582000,1.065155807365439,0.303130148270181,Zillow
1736,2018,Marin County,Fairfax,917000,995000,0.967811158798283,0.240648379052369,Zillow
1737,2018,Marin County,Larkspur,1692000,1835000,1.376404494382022,0.497959183673469,Zillow
1738,2018,Marin County,Mill Valley,1579000,1713000,0.983668341708543,0.25219298245614,Zillow
1739,2018,Marin County,Novato,854000,926000,0.919101123595506,0.2088772845953,Zillow
1740,2018,Marin County,Ross,3191000,3461000,1.310644460535844,0.45787700084246,Zillow
1741,2018,Marin County,San Anselmo,1225000,1329000,1.101200686106346,0.326347305389222,Zillow
1742,2018,Marin County,San Rafael,1056000,1145000,1.011428571428572,0.267995570321152,Zillow
1743,2018,Marin County,Sausalito,1301000,1412000,0.971212121212121,0.244052863436123,Zillow
1744,2018,Marin County,Tiburon,2582000,2800000,1.0656,0.303538175046555,Zillow
1745,2018,Napa County,American Canyon,583000,632000,1.974489795918367,0.869822485207101,Zillow
1746,2018,Napa County,Calistoga,917000,995000,1.309823677581864,0.454678362573099,Zillow
1747,2018,Napa County,Napa,676000,733000,1.531835205992509,0.596949891067538,Zillow
1748,2018,Napa County,Yountville,953000,1034000,0.580431177446103,-0.002892960462874,Zillow
1749,2018,San Francisco County,San Francisco,1377000,1494000,1.839175257731959,0.789221556886228,Zillow
1750,2018,San Mateo County,Atherton,6716000,7285000,1.285908781484003,0.44228865571174,Zillow
1751,2018,San Mateo County,Belmont,1887000,2047000,1.966981132075472,0.871115173674589,Zillow
1752,2018,San Mateo County,Brisbane,1026000,1113000,1.342465753424658,0.47808764940239,Zillow
1753,2018,San Mateo County,Burlingame,2326000,2522000,2.068601583113456,0.935533384497314,Zillow
1754,2018,San Mateo County,Colma,1005000,1090000,1.59020618556701,0.631736526946108,Zillow
1755,2018,San Mateo County,Daly City,1038000,1126000,1.790322580645162,0.759375,Zillow
1756,2018,San Mateo County,East Palo Alto,1004000,1089000,1.820224719101124,0.779411764705882,Zillow
1757,2018,San Mateo County,Foster City,1639000,1778000,1.969202898550725,0.873551106427819,Zillow
1758,2018,San Mateo County,Half Moon Bay,1274000,1381000,1.287253141831239,0.440041710114703,Zillow
1759,2018,San Mateo County,Hillsborough,4614000,5005000,1.633561643835617,0.662238458983726,Zillow
1760,2018,San Mateo County,Menlo Park,2597000,2817000,2.50472334682861,1.209411764705882,Zillow
1761,2018,San Mateo County,Millbrae,1790000,1941000,1.836767036450079,0.788940092165899,Zillow
1762,2018,San Mateo County,Pacifica,1090000,1182000,1.595238095238095,0.637119113573407,Zillow
1763,2018,San Mateo County,Portola Valley,3790000,4111000,1.165714285714286,0.366234629444998,Zillow
1764,2018,San Mateo County,Redwood City,1641000,1780000,1.962093862815884,0.867785939139559,Zillow
1765,2018,San Mateo County,San Bruno,1145000,1242000,1.928388746803069,0.848214285714286,Zillow
1766,2018,San Mateo County,San Carlos,1995000,2163000,2.078703703703704,0.943396226415094,Zillow
1767,2018,San Mateo County,San Mateo,1488000,1614000,1.93491124260355,0.850917431192661,Zillow
1768,2018,San Mateo County,South San Francisco,1058000,1148000,1.72680412371134,0.721139430284858,Zillow
1769,2018,San Mateo County,Woodside,3713000,4028000,1.371008939974457,0.49684132292828,Zillow
1770,2018,Santa Clara County,Campbell,1422000,1542000,2.051502145922747,0.922693266832918,Zillow
1771,2018,Santa Clara County,Cupertino,2340000,2538000,2.153638814016173,0.990588235294118,Zillow
1772,2018,Santa Clara County,Gilroy,803000,872000,0.997512437810945,0.260115606936416,Zillow
1773,2018,Santa Clara County,Los Altos,3449000,3742000,1.878964941569282,0.816504854368932,Zillow
1774,2018,Santa Clara County,Los Altos Hills,4786000,5191000,1.394197098549275,0.510328775094559,Zillow
1775,2018,Santa Clara County,Los Gatos,2117000,2296000,1.538369304556355,0.601115760111576,Zillow
1776,2018,Santa Clara County,Milpitas,1112000,1207000,1.732186732186732,0.726752503576538,Zillow
1777,2018,Santa Clara County,Monte Sereno,3486000,3781000,1.300990099009901,0.45199692780338,Zillow
1778,2018,Santa Clara County,Morgan Hill,994000,1078000,1.075156576200417,0.309842041312272,Zillow
1779,2018,Santa Clara County,Mountain View,1869000,2027000,2.361510791366907,1.120292887029289,Zillow
1780,2018,Santa Clara County,Palo Alto,3312000,3592000,2.101123595505618,0.956427015250545,Zillow
1781,2018,Santa Clara County,San Jose,1100000,1194000,1.689486552567237,0.696022727272727,Zillow
1782,2018,Santa Clara County,Santa Clara,1399000,1517000,2.172335600907029,1.00131926121372,Zillow
1783,2018,Santa Clara County,Saratoga,2969000,3221000,1.535439795046968,0.600099354197715,Zillow
1784,2018,Santa Clara County,Sunnyvale,1761000,1910000,2.360687022900764,1.117516629711752,Zillow
1785,2018,Solano County,Benicia,621000,673000,1.15625,0.35959595959596,Zillow
1786,2018,Solano County,Dixon,436000,473000,1.106280193236715,0.324929971988796,Zillow
1787,2018,Solano County,Fairfield,452000,491000,1.132075471698113,0.345205479452055,Zillow
1788,2018,Solano County,Rio Vista,386000,418000,0.920398009950249,0.208092485549133,Zillow
1789,2018,Solano County,Suisun City,398000,431000,1.072916666666666,0.302114803625378,Zillow
1790,2018,Solano County,Vacaville,449000,487000,1.148325358851675,0.356545961002785,Zillow
1791,2018,Solano County,Vallejo,411000,445000,1.118556701030928,0.328358208955224,Zillow
1792,2018,Sonoma County,Cloverdale,566000,614000,1.219607843137255,0.401826484018265,Zillow
1793,2018,Sonoma County,Cotati,586000,635000,1.154411764705882,0.353944562899787,Zillow
1794,2018,Sonoma County,Healdsburg,897000,973000,1.2425,0.416302765647744,Zillow
1795,2018,Sonoma County,Petaluma,724000,785000,1.248447204968944,0.414414414414414,Zillow
1796,2018,Sonoma County,Rohnert Park,569000,617000,1.214007782101167,0.395927601809955,Zillow
1797,2018,Sonoma County,Santa Rosa,602000,653000,1.254681647940075,0.422657952069717,Zillow
1798,2018,Sonoma County,Sebastopol,868000,941000,1.272251308900524,0.432267884322679,Zillow
1799,2018,Sonoma County,Sonoma,803000,871000,1.176151761517615,0.373817034700315,Zillow
1800,2018,Sonoma County,Windsor,644000,698000,1.308243727598566,0.454166666666667,Zillow
1801,2019,Alameda County,Alameda,990000,1039000,1.571428571428572,0.569486404833837,Zillow
1802,2019,Alameda County,Albany,1035000,1086000,1.991329479768786,0.825210084033613,Zillow
1803,2019,Alameda County,Berkeley,1251000,1313000,1.81123595505618,0.716339869281046,Zillow
1804,2019,Alameda County,Dublin,952000,1000000,1.441025641025641,0.490312965722802,Zillow
1805,2019,Alameda County,Emeryville,529000,555000,1.85945945945946,0.739811912225705,Zillow
1806,2019,Alameda County,Fremont,1106000,1161000,1.925925925925926,0.786153846153846,Zillow
1807,2019,Alameda County,Hayward,663000,696000,1.520912547528517,0.539823008849558,Zillow
1808,2019,Alameda County,Livermore,794000,834000,1.370149253731343,0.447916666666667,Zillow
1809,2019,Alameda County,Newark,936000,983000,1.888888888888889,0.764811490125673,Zillow
1810,2019,Alameda County,Oakland,736000,772000,1.897637795275591,0.766590389016018,Zillow
1811,2019,Alameda County,Piedmont,2158000,2266000,2.945155393053016,1.40807651434644,Zillow
1812,2019,Alameda County,Pleasanton,1159000,1216000,1.525054466230937,0.541191381495564,Zillow
1813,2019,Alameda County,San Leandro,656000,689000,1.484848484848485,0.514285714285714,Zillow
1814,2019,Alameda County,Union City,917000,963000,1.762048192771084,0.689473684210526,Zillow
1815,2019,Contra Costa County,Antioch,537000,564000,0.525568181818182,-0.067768595041322,Zillow
1816,2019,Contra Costa County,Brentwood,636000,668000,1,0.218978102189781,Zillow
1817,2019,Contra Costa County,Clayton,1034000,1086000,,,Zillow
1818,2019,Contra Costa County,Concord,489000,514000,2.05625,0.86231884057971,Zillow
1819,2019,Contra Costa County,Danville,1719000,1805000,1.367768595041322,0.44515612489992,Zillow
1820,2019,Contra Costa County,Hercules,725000,761000,,,Zillow
1821,2019,Contra Costa County,Lafayette,1281000,1345000,1.279359430604982,0.390899689762151,Zillow
1822,2019,Contra Costa County,Martinez,593000,622000,1.440329218106996,0.488038277511962,Zillow
1823,2019,Contra Costa County,Moraga,1342000,1409000,,,Zillow
1824,2019,Contra Costa County,Oakley,547000,575000,1.145098039215686,0.312785388127854,Zillow
1825,2019,Contra Costa County,Orinda,1985000,2084000,,,Zillow
1826,2019,Contra Costa County,Pittsburg,580000,609000,1.086330935251798,0.274058577405858,Zillow
1827,2019,Contra Costa County,Pleasant Hill,766000,804000,0.80235294117647,0.098360655737705,Zillow
1828,2019,Contra Costa County,Richmond,595000,625000,1.297297297297297,0.404494382022472,Zillow
1829,2019,Contra Costa County,San Pablo,435000,457000,1.620481927710844,0.597902097902098,Zillow
1830,2019,Contra Costa County,San Ramon,1269000,1333000,1.711538461538462,0.657960199004975,Zillow
1831,2019,Contra Costa County,Walnut Creek,950000,997000,1.40506329113924,0.468335787923417,Zillow
1832,2019,Marin County,Belvedere,3873000,4067000,0.917326732673267,0.171370967741936,Zillow
1833,2019,Marin County,Corte Madera,1439000,1511000,1.038243626062323,0.244645799011532,Zillow
1834,2019,Marin County,Fairfax,935000,982000,1.006437768240343,0.224438902743142,Zillow
1835,2019,Marin County,Larkspur,1667000,1751000,1.341292134831461,0.429387755102041,Zillow
1836,2019,Marin County,Mill Valley,1592000,1671000,1,0.221491228070176,Zillow
1837,2019,Marin County,Novato,867000,910000,0.948314606741573,0.18798955613577,Zillow
1838,2019,Marin County,Ross,3112000,3267000,1.253439536567705,0.376158382476832,Zillow
1839,2019,Marin County,San Anselmo,1220000,1280000,1.0926243567753,0.277445109780439,Zillow
1840,2019,Marin County,San Rafael,1081000,1135000,1.059047619047619,0.256921373200443,Zillow
1841,2019,Marin County,Sausalito,1291000,1356000,0.956060606060606,0.194713656387665,Zillow
1842,2019,Marin County,Tiburon,2491000,2615000,0.9928,0.217411545623836,Zillow
1843,2019,Napa County,American Canyon,589000,619000,2.005102040816327,0.831360946745562,Zillow
1844,2019,Napa County,Calistoga,987000,1037000,1.486146095717884,0.516081871345029,Zillow
1846,2019,Napa County,Yountville,970000,1018000,0.608623548922056,-0.018322082931533,Zillow
1847,2019,San Francisco County,San Francisco,1382000,1451000,1.849484536082474,0.737724550898204,Zillow
1848,2019,San Mateo County,Atherton,6405000,6725000,1.180054458815521,0.331419520886953,Zillow
1849,2019,San Mateo County,Belmont,1810000,1900000,1.845911949685535,0.736745886654479,Zillow
1850,2019,San Mateo County,Brisbane,1019000,1070000,1.32648401826484,0.420982735723772,Zillow
1851,2019,San Mateo County,Burlingame,2266000,2379000,1.989445910290237,0.825786646201074,Zillow
1852,2019,San Mateo County,Colma,988000,1038000,1.546391752577319,0.553892215568862,Zillow
1853,2019,San Mateo County,Daly City,1018000,1069000,1.736559139784946,0.6703125,Zillow
1854,2019,San Mateo County,East Palo Alto,986000,1035000,1.769662921348315,0.691176470588235,Zillow
1855,2019,San Mateo County,Foster City,1564000,1642000,1.833333333333334,0.730242360379347,Zillow
1856,2019,San Mateo County,Half Moon Bay,1241000,1303000,1.228007181328546,0.358706986444213,Zillow
1857,2019,San Mateo County,Hillsborough,4423000,4644000,1.524543378995434,0.542344735968117,Zillow
1858,2019,San Mateo County,Menlo Park,2496000,2620000,2.368421052631579,1.054901960784314,Zillow
1859,2019,San Mateo County,Millbrae,1743000,1830000,1.762282091917591,0.686635944700461,Zillow
1860,2019,San Mateo County,Pacifica,1095000,1150000,1.607142857142857,0.592797783933518,Zillow
1861,2019,San Mateo County,Portola Valley,3742000,3929000,1.138285714285714,0.305749418411432,Zillow
1862,2019,San Mateo County,Redwood City,1588000,1668000,1.866425992779783,0.750262329485834,Zillow
1863,2019,San Mateo County,San Bruno,1134000,1191000,1.900255754475703,0.772321428571429,Zillow
1864,2019,San Mateo County,San Carlos,1933000,2030000,1.983024691358024,0.823899371069182,Zillow
1865,2019,San Mateo County,San Mateo,1432000,1503000,1.824457593688363,0.723623853211009,Zillow
1866,2019,San Mateo County,South San Francisco,1052000,1104000,1.711340206185567,0.655172413793103,Zillow
1867,2019,San Mateo County,Woodside,3589000,3768000,1.291826309067688,0.400222965440357,Zillow
1868,2019,Santa Clara County,Campbell,1287000,1351000,1.761802575107296,0.684538653366584,Zillow
1869,2019,Santa Clara County,Cupertino,2137000,2244000,1.880053908355795,0.76,Zillow
1870,2019,Santa Clara County,Gilroy,760000,798000,0.890547263681592,0.153179190751445,Zillow
1871,2019,Santa Clara County,Los Altos,3179000,3338000,1.653589315525876,0.620388349514563,Zillow
1872,2019,Santa Clara County,Los Altos Hills,4393000,4612000,1.1975987993997,0.341867908059354,Zillow
1873,2019,Santa Clara County,Los Gatos,1945000,2042000,1.332134292565947,0.423988842398884,Zillow
1874,2019,Santa Clara County,Milpitas,1032000,1084000,1.535626535626536,0.550786838340486,Zillow
1875,2019,Santa Clara County,Monte Sereno,3169000,3328000,1.091749174917492,0.278033794162826,Zillow
1876,2019,Santa Clara County,Morgan Hill,947000,994000,0.977035490605428,0.207776427703524,Zillow
1877,2019,Santa Clara County,Mountain View,1706000,1791000,2.068345323741007,0.873430962343096,Zillow
1878,2019,Santa Clara County,Palo Alto,2990000,3139000,1.799625468164794,0.709694989106754,Zillow
1879,2019,Santa Clara County,San Jose,1016000,1067000,1.484107579462103,0.515625,Zillow
1880,2019,Santa Clara County,Santa Clara,1266000,1330000,1.870748299319728,0.754617414248021,Zillow
1881,2019,Santa Clara County,Saratoga,2739000,2876000,1.339026473099914,0.428713363139593,Zillow
1882,2019,Santa Clara County,Sunnyvale,1579000,1658000,2.013358778625954,0.838137472283814,Zillow
1883,2019,Solano County,Benicia,632000,664000,1.194444444444445,0.341414141414141,Zillow
1884,2019,Solano County,Dixon,450000,472000,1.173913043478261,0.322128851540616,Zillow
1885,2019,Solano County,Fairfield,464000,487000,1.188679245283019,0.334246575342466,Zillow
