Objectid,Year,County,City,Medprice,Medprice_Ia,Percentchngprice,Percentchngpriceia,Source
557,2005,Sonoma County,Healdsburg,809000,1237000,1.0225,0.800582241630277,Zillow
558,2005,Sonoma County,Petaluma,634000,969000,0.968944099378882,0.745945945945946,Zillow
559,2005,Sonoma County,Rohnert Park,534000,816000,1.077821011673152,0.846153846153846,Zillow
560,2005,Sonoma County,Santa Rosa,559000,854000,1.093632958801498,0.860566448801743,Zillow
561,2005,Sonoma County,Sebastopol,754000,1152000,0.973821989528796,0.753424657534246,Zillow
562,2005,Sonoma County,Sonoma,758000,1158000,1.05420054200542,0.826498422712934,Zillow
563,2005,Sonoma County,Windsor,578000,883000,1.07168458781362,0.839583333333333,Zillow
564,2006,Alameda County,Alameda,738000,1093000,0.916883116883117,0.651057401812689,Zillow
565,2006,Alameda County,Albany,680000,1008000,0.965317919075144,0.694117647058824,Zillow
566,2006,Alameda County,Berkeley,828000,1225000,0.860674157303371,0.601307189542484,Zillow
567,2006,Alameda County,Dublin,762000,1129000,0.953846153846154,0.682563338301043,Zillow
568,2006,Alameda County,Emeryville,389000,577000,1.102702702702702,0.808777429467085,Zillow
569,2006,Alameda County,Fremont,722000,1070000,0.91005291005291,0.646153846153846,Zillow
570,2006,Alameda County,Hayward,583000,863000,1.216730038022814,0.90929203539823,Zillow
571,2006,Alameda County,Livermore,656000,972000,0.958208955223881,0.6875,Zillow
572,2006,Alameda County,Newark,646000,956000,0.993827160493827,0.716337522441652,Zillow
573,2006,Alameda County,Oakland,579000,857000,1.279527559055118,0.961098398169336,Zillow
574,2006,Alameda County,Piedmont,1028000,1523000,0.879341864716636,0.618490967056323,Zillow
575,2006,Alameda County,Pleasanton,858000,1270000,0.869281045751634,0.609632446134347,Zillow
576,2006,Alameda County,San Leandro,573000,848000,1.170454545454545,0.863736263736264,Zillow
577,2006,Alameda County,Union City,668000,988000,1.012048192771084,0.733333333333333,Zillow
578,2006,Contra Costa County,Antioch,889000,1316000,1.525568181818182,1.175206611570248,Zillow
579,2006,Contra Costa County,Brentwood,743000,1101000,1.336477987421384,1.009124087591241,Zillow
580,2006,Contra Costa County,Concord,393000,582000,1.45625,1.108695652173913,Zillow
581,2006,Contra Costa County,Danville,1463000,2167000,1.015151515151515,0.734987990392314,Zillow
582,2006,Contra Costa County,Lafayette,1151000,1704000,1.048042704626334,0.762150982419855,Zillow
583,2006,Contra Costa County,Martinez,583000,864000,1.39917695473251,1.066985645933014,Zillow
584,2006,Contra Costa County,Oakley,640000,948000,1.509803921568627,1.164383561643836,Zillow
585,2006,Contra Costa County,Pittsburg,735000,1088000,1.643884892086331,1.276150627615063,Zillow
586,2006,Contra Costa County,Pleasant Hill,972000,1440000,1.287058823529412,0.967213114754098,Zillow
587,2006,Contra Costa County,Richmond,605000,895000,1.335907335907336,1.01123595505618,Zillow
588,2006,Contra Costa County,San Pablo,399000,591000,1.403614457831325,1.066433566433566,Zillow
589,2006,Contra Costa County,San Ramon,953000,1412000,1.036324786324786,0.756218905472637,Zillow
590,2006,Contra Costa County,Walnut Creek,860000,1274000,1.177215189873418,0.876288659793814,Zillow
591,2006,Marin County,Belvedere,3300000,4886000,0.633663366336634,0.407258064516129,Zillow
592,2006,Marin County,Corte Madera,1207000,1788000,0.709631728045326,0.472817133443163,Zillow
593,2006,Marin County,Fairfax,828000,1225000,0.776824034334764,0.527431421446384,Zillow
594,2006,Marin County,Larkspur,1306000,1933000,0.834269662921348,0.577959183673469,Zillow
595,2006,Marin County,Mill Valley,1328000,1967000,0.668341708542714,0.437865497076023,Zillow
596,2006,Marin County,Novato,832000,1232000,0.869662921348315,0.608355091383812,Zillow
597,2006,Marin County,Ross,2434000,3603000,0.76249094858798,0.517691659646167,Zillow
598,2006,Marin County,San Anselmo,1035000,1532000,0.775300171526587,0.528942115768463,Zillow
599,2006,Marin County,San Rafael,942000,1394000,0.794285714285714,0.5437430786268,Zillow
600,2006,Marin County,Sausalito,1161000,1720000,0.759090909090909,0.515418502202643,Zillow
601,2006,Marin County,Tiburon,2141000,3170000,0.7128,0.475791433891993,Zillow
602,2006,Napa County,American Canyon,513000,760000,1.61734693877551,1.248520710059172,Zillow
603,2006,Napa County,Calistoga,885000,1311000,1.229219143576826,0.916666666666667,Zillow
604,2006,Napa County,Napa,622000,921000,1.329588014981273,1.006535947712418,Zillow
605,2006,Napa County,Yountville,1209000,1790000,1.00497512437811,0.726133076181292,Zillow
606,2006,San Francisco County,San Francisco,877000,1298000,0.808247422680412,0.554491017964072,Zillow
607,2006,San Mateo County,Atherton,4715000,6981000,0.604833219877468,0.382102553949713,Zillow
608,2006,San Mateo County,Belmont,1015000,1503000,0.595911949685534,0.373857404021938,Zillow
609,2006,San Mateo County,Brisbane,830000,1230000,0.894977168949772,0.633466135458167,Zillow
610,2006,San Mateo County,Burlingame,1301000,1927000,0.716358839050132,0.478894858019954,Zillow
611,2006,San Mateo County,Colma,761000,1127000,0.961340206185567,0.687125748502994,Zillow
612,2006,San Mateo County,Daly City,735000,1089000,0.975806451612903,0.7015625,Zillow
613,2006,San Mateo County,East Palo Alto,695000,1030000,0.952247191011236,0.683006535947712,Zillow
614,2006,San Mateo County,Foster City,923000,1367000,0.672101449275362,0.440463645943098,Zillow
615,2006,San Mateo County,Half Moon Bay,946000,1401000,0.698384201077199,0.460896767466111,Zillow
616,2006,San Mateo County,Hillsborough,2831000,4192000,0.615867579908676,0.39222849551644,Zillow
617,2006,San Mateo County,Menlo Park,1172000,1736000,0.581646423751687,0.36156862745098,Zillow
618,2006,San Mateo County,Millbrae,1063000,1574000,0.684627575277338,0.450691244239631,Zillow
619,2006,San Mateo County,Pacifica,788000,1167000,0.876190476190476,0.616343490304709,Zillow
620,2006,San Mateo County,Portola Valley,2527000,3742000,0.444,0.243602525756065,Zillow
621,2006,San Mateo County,Redwood City,923000,1367000,0.666064981949458,0.434417628541448,Zillow
622,2006,San Mateo County,San Bruno,758000,1123000,0.938618925831202,0.671130952380952,Zillow
623,2006,San Mateo County,San Carlos,1067000,1580000,0.646604938271605,0.419586702605571,Zillow
624,2006,San Mateo County,San Mateo,885000,1310000,0.745562130177515,0.502293577981651,Zillow
625,2006,San Mateo County,South San Francisco,753000,1115000,0.940721649484536,0.671664167916042,Zillow
626,2006,San Mateo County,Woodside,2415000,3575000,0.542145593869732,0.328502415458937,Zillow
627,2006,Santa Clara County,Campbell,796000,1179000,0.708154506437768,0.470074812967581,Zillow
628,2006,Santa Clara County,Cupertino,1172000,1735000,0.579514824797844,0.36078431372549,Zillow
629,2006,Santa Clara County,Gilroy,766000,1134000,0.90547263681592,0.638728323699422,Zillow
630,2006,Santa Clara County,Los Altos,1889000,2797000,0.576794657762938,0.357766990291262,Zillow
631,2006,Santa Clara County,Los Altos Hills,3169000,4692000,0.585292646323162,0.365144020948502,Zillow
632,2006,Santa Clara County,Los Gatos,1331000,1971000,0.595923261390887,0.374476987447699,Zillow
633,2006,Santa Clara County,Milpitas,716000,1060000,0.759213759213759,0.516452074391988,Zillow
634,2006,Santa Clara County,Monte Sereno,2458000,3640000,0.622442244224422,0.397849462365592,Zillow
635,2006,Santa Clara County,Morgan Hill,854000,1265000,0.782881002087683,0.537059538274605,Zillow
636,2006,Santa Clara County,Mountain View,888000,1316000,0.597122302158273,0.376569037656904,Zillow
637,2006,Santa Clara County,Palo Alto,1638000,2425000,0.533707865168539,0.320806100217865,Zillow
638,2006,Santa Clara County,San Jose,732000,1084000,0.789731051344743,0.539772727272727,Zillow
639,2006,Santa Clara County,Santa Clara,750000,1110000,0.700680272108843,0.464379947229552,Zillow
640,2006,Santa Clara County,Saratoga,1817000,2691000,0.551665243381725,0.336810730253353,Zillow
641,2006,Santa Clara County,Sunnyvale,853000,1263000,0.627862595419847,0.400221729490022,Zillow
642,2006,Solano County,Benicia,662000,980000,1.298611111111111,0.97979797979798,Zillow
643,2006,Solano County,Dixon,530000,785000,1.560386473429952,1.198879551820728,Zillow
644,2006,Solano County,Fairfield,535000,793000,1.523584905660377,1.172602739726028,Zillow
645,2006,Solano County,Rio Vista,470000,695000,1.338308457711443,1.008670520231214,Zillow
646,2006,Solano County,Suisun City,494000,731000,1.572916666666666,1.208459214501511,Zillow
647,2006,Solano County,Vacaville,516000,765000,1.4688995215311,1.13091922005571,Zillow
648,2006,Solano County,Vallejo,509000,754000,1.623711340206186,1.250746268656716,Zillow
649,2006,Sonoma County,Cloverdale,586000,867000,1.298039215686274,0.97945205479452,Zillow
650,2006,Sonoma County,Cotati,600000,889000,1.205882352941177,0.895522388059701,Zillow
651,2006,Sonoma County,Healdsburg,854000,1265000,1.135,0.841339155749636,Zillow
652,2006,Sonoma County,Petaluma,663000,982000,1.059006211180124,0.769369369369369,Zillow
653,2006,Sonoma County,Rohnert Park,563000,833000,1.190661478599222,0.884615384615385,Zillow
654,2006,Sonoma County,Santa Rosa,588000,871000,1.202247191011236,0.89760348583878,Zillow
655,2006,Sonoma County,Sebastopol,780000,1155000,1.041884816753927,0.757990867579909,Zillow
656,2006,Sonoma County,Sonoma,794000,1176000,1.151761517615176,0.854889589905363,Zillow
657,2006,Sonoma County,Windsor,610000,903000,1.186379928315412,0.88125,Zillow
658,2007,Alameda County,Alameda,713000,1022000,0.851948051948052,0.54380664652568,Zillow
659,2007,Alameda County,Albany,649000,930000,0.875722543352601,0.563025210084034,Zillow
660,2007,Alameda County,Berkeley,797000,1143000,0.791011235955056,0.494117647058824,Zillow
661,2007,Alameda County,Dublin,713000,1022000,0.828205128205128,0.523099850968704,Zillow
662,2007,Alameda County,Emeryville,370000,530000,1,0.661442006269592,Zillow
663,2007,Alameda County,Fremont,699000,1003000,0.849206349206349,0.543076923076923,Zillow
664,2007,Alameda County,Hayward,566000,812000,1.152091254752852,0.79646017699115,Zillow
665,2007,Alameda County,Livermore,624000,894000,0.862686567164179,0.552083333333333,Zillow
666,2007,Alameda County,Newark,627000,898000,0.935185185185185,0.612208258527828,Zillow
667,2007,Alameda County,Oakland,562000,806000,1.21259842519685,0.844393592677346,Zillow
668,2007,Alameda County,Piedmont,977000,1400000,0.786106032906764,0.487778958554729,Zillow
669,2007,Alameda County,Pleasanton,816000,1170000,0.777777777777778,0.482889733840304,Zillow
670,2007,Alameda County,San Leandro,550000,789000,1.083333333333334,0.734065934065934,Zillow
671,2007,Alameda County,Union City,644000,923000,0.939759036144578,0.619298245614035,Zillow
672,2007,Contra Costa County,Antioch,766000,1098000,1.176136363636364,0.814876033057851,Zillow
673,2007,Contra Costa County,Brentwood,643000,923000,1.022012578616352,0.684306569343066,Zillow
674,2007,Contra Costa County,Concord,352000,505000,1.2,0.829710144927536,Zillow
675,2007,Contra Costa County,Danville,1354000,1941000,0.865013774104683,0.55404323458767,Zillow
676,2007,Contra Costa County,Lafayette,1068000,1531000,0.900355871886121,0.583247156153051,Zillow
677,2007,Contra Costa County,Martinez,517000,742000,1.127572016460905,0.77511961722488,Zillow
678,2007,Contra Costa County,Oakley,540000,774000,1.117647058823529,0.767123287671233,Zillow
679,2007,Contra Costa County,Pittsburg,661000,947000,1.377697841726619,0.981171548117155,Zillow
680,2007,Contra Costa County,Pleasant Hill,878000,1258000,1.065882352941176,0.718579234972678,Zillow
681,2007,Contra Costa County,Richmond,556000,797000,1.146718146718147,0.791011235955056,Zillow
682,2007,Contra Costa County,San Pablo,355000,510000,1.13855421686747,0.783216783216783,Zillow
683,2007,Contra Costa County,San Ramon,874000,1253000,0.867521367521368,0.558457711442786,Zillow
684,2007,Contra Costa County,Walnut Creek,800000,1147000,1.025316455696203,0.689248895434462,Zillow
685,2007,Marin County,Belvedere,3191000,4575000,0.57970297029703,0.317684331797235,Zillow
686,2007,Marin County,Corte Madera,1185000,1699000,0.678470254957507,0.399505766062603,Zillow
687,2007,Marin County,Fairfax,830000,1190000,0.781115879828326,0.483790523690773,Zillow
688,2007,Marin County,Larkspur,1323000,1897000,0.85814606741573,0.548571428571428,Zillow
689,2007,Marin County,Mill Valley,1360000,1950000,0.708542713567839,0.425438596491228,Zillow
690,2007,Marin County,Novato,801000,1149000,0.8,0.5,Zillow
691,2007,Marin County,Ross,2480000,3555000,0.795800144822592,0.497472620050548,Zillow
692,2007,Marin County,San Anselmo,1023000,1467000,0.754716981132076,0.464071856287425,Zillow
693,2007,Marin County,San Rafael,926000,1328000,0.763809523809524,0.470653377630122,Zillow
694,2007,Marin County,Sausalito,1136000,1629000,0.721212121212121,0.435242290748899,Zillow
695,2007,Marin County,Tiburon,2146000,3077000,0.7168,0.432495344506518,Zillow
696,2007,Napa County,American Canyon,491000,704000,1.505102040816327,1.08284023668639,Zillow
697,2007,Napa County,Calistoga,863000,1238000,1.173803526448363,0.809941520467836,Zillow
698,2007,Napa County,Napa,591000,848000,1.213483146067416,0.847494553376906,Zillow
699,2007,Napa County,Yountville,1139000,1633000,0.888888888888889,0.57473481195757,Zillow
700,2007,San Francisco County,San Francisco,896000,1284000,0.847422680412371,0.537724550898204,Zillow
701,2007,San Mateo County,Atherton,4729000,6779000,0.609598366235534,0.342110473173629,Zillow
702,2007,San Mateo County,Belmont,1035000,1484000,0.627358490566038,0.356489945155393,Zillow
703,2007,San Mateo County,Brisbane,827000,1185000,0.888127853881278,0.573705179282868,Zillow
704,2007,San Mateo County,Burlingame,1329000,1905000,0.753298153034301,0.462010744435917,Zillow
705,2007,San Mateo County,Colma,771000,1105000,0.987113402061856,0.654191616766467,Zillow
706,2007,San Mateo County,Daly City,737000,1057000,0.981182795698925,0.6515625,Zillow
707,2007,San Mateo County,East Palo Alto,699000,1002000,0.963483146067416,0.637254901960784,Zillow
708,2007,San Mateo County,Foster City,934000,1339000,0.692028985507246,0.410958904109589,Zillow
709,2007,San Mateo County,Half Moon Bay,942000,1351000,0.691202872531418,0.408759124087591,Zillow
710,2007,San Mateo County,Hillsborough,2833000,4062000,0.617009132420091,0.349053470607772,Zillow
711,2007,San Mateo County,Menlo Park,1211000,1736000,0.634278002699055,0.36156862745098,Zillow
712,2007,San Mateo County,Millbrae,1081000,1550000,0.713153724247227,0.428571428571429,Zillow
713,2007,San Mateo County,Pacifica,776000,1113000,0.847619047619048,0.541551246537396,Zillow
714,2007,San Mateo County,Portola Valley,2555000,3662000,0.46,0.217015619807245,Zillow
715,2007,San Mateo County,Redwood City,936000,1343000,0.689530685920578,0.409233997901364,Zillow
716,2007,San Mateo County,San Bruno,756000,1084000,0.933503836317136,0.613095238095238,Zillow
717,2007,San Mateo County,San Carlos,1085000,1555000,0.674382716049383,0.397124887690925,Zillow
718,2007,San Mateo County,San Mateo,883000,1265000,0.741617357001972,0.450688073394495,Zillow
719,2007,San Mateo County,South San Francisco,755000,1083000,0.945876288659794,0.623688155922039,Zillow
720,2007,San Mateo County,Woodside,2474000,3546000,0.579821200510856,0.317725752508361,Zillow
721,2007,Santa Clara County,Campbell,805000,1154000,0.727467811158798,0.438902743142145,Zillow
722,2007,Santa Clara County,Cupertino,1212000,1737000,0.633423180592992,0.362352941176471,Zillow
723,2007,Santa Clara County,Gilroy,758000,1087000,0.885572139303483,0.570809248554913,Zillow
724,2007,Santa Clara County,Los Altos,1883000,2699000,0.571786310517529,0.310194174757282,Zillow
725,2007,Santa Clara County,Los Altos Hills,3120000,4473000,0.560780390195098,0.30142566191446,Zillow
726,2007,Santa Clara County,Los Gatos,1354000,1941000,0.623501199040767,0.353556485355649,Zillow
727,2007,Santa Clara County,Milpitas,717000,1028000,0.761670761670762,0.470672389127325,Zillow
728,2007,Santa Clara County,Monte Sereno,2437000,3493000,0.608580858085808,0.341397849462366,Zillow
729,2007,Santa Clara County,Morgan Hill,849000,1217000,0.772442588726514,0.478736330498177,Zillow
730,2007,Santa Clara County,Mountain View,904000,1296000,0.62589928057554,0.355648535564854,Zillow
731,2007,Santa Clara County,Palo Alto,1692000,2426000,0.584269662921348,0.321350762527233,Zillow
732,2007,Santa Clara County,San Jose,737000,1057000,0.801955990220049,0.501420454545455,Zillow
733,2007,Santa Clara County,Santa Clara,752000,1078000,0.705215419501134,0.422163588390501,Zillow
734,2007,Santa Clara County,Saratoga,1829000,2622000,0.561912894961571,0.302533532041729,Zillow
735,2007,Santa Clara County,Sunnyvale,867000,1243000,0.654580152671756,0.378048780487805,Zillow
736,2007,Solano County,Benicia,613000,879000,1.128472222222222,0.775757575757576,Zillow
737,2007,Solano County,Dixon,487000,699000,1.352657004830918,0.957983193277311,Zillow
738,2007,Solano County,Fairfield,498000,714000,1.349056603773585,0.956164383561644,Zillow
739,2007,Solano County,Rio Vista,416000,597000,1.069651741293532,0.725433526011561,Zillow
740,2007,Solano County,Suisun City,459000,658000,1.390625,0.987915407854985,Zillow
741,2007,Solano County,Vacaville,480000,688000,1.296650717703349,0.916434540389972,Zillow
742,2007,Solano County,Vallejo,477000,684000,1.458762886597938,1.04179104477612,Zillow
743,2007,Sonoma County,Cloverdale,550000,789000,1.156862745098039,0.801369863013699,Zillow
744,2007,Sonoma County,Cotati,549000,787000,1.018382352941177,0.678038379530917,Zillow
745,2007,Sonoma County,Healdsburg,809000,1159000,1.0225,0.687045123726346,Zillow
746,2007,Sonoma County,Petaluma,626000,898000,0.944099378881988,0.618018018018018,Zillow
747,2007,Sonoma County,Rohnert Park,509000,729000,0.980544747081712,0.649321266968326,Zillow
748,2007,Sonoma County,Santa Rosa,540000,775000,1.02247191011236,0.688453159041394,Zillow
749,2007,Sonoma County,Sebastopol,738000,1058000,0.931937172774869,0.610350076103501,Zillow
750,2007,Sonoma County,Sonoma,739000,1060000,1.002710027100271,0.67192429022082,Zillow
751,2007,Sonoma County,Windsor,562000,806000,1.014336917562724,0.679166666666667,Zillow
752,2008,Alameda County,Alameda,661000,919000,0.716883116883117,0.38821752265861,Zillow
753,2008,Alameda County,Albany,615000,855000,0.777456647398844,0.436974789915966,Zillow
754,2008,Alameda County,Berkeley,752000,1045000,0.689887640449438,0.366013071895425,Zillow
755,2008,Alameda County,Dublin,638000,887000,0.635897435897436,0.321907600596125,Zillow
756,2008,Alameda County,Emeryville,350000,487000,0.891891891891892,0.526645768025078,Zillow
757,2008,Alameda County,Fremont,637000,886000,0.685185185185185,0.363076923076923,Zillow
758,2008,Alameda County,Hayward,453000,631000,0.722433460076046,0.396017699115044,Zillow
759,2008,Alameda County,Livermore,546000,759000,0.629850746268657,0.317708333333333,Zillow
760,2008,Alameda County,Newark,541000,752000,0.669753086419753,0.350089766606822,Zillow
761,2008,Alameda County,Oakland,488000,678000,0.921259842519685,0.551487414187643,Zillow
762,2008,Alameda County,Piedmont,932000,1296000,0.703839122486289,0.377258235919235,Zillow
763,2008,Alameda County,Pleasanton,756000,1052000,0.647058823529412,0.333333333333333,Zillow
764,2008,Alameda County,San Leandro,452000,629000,0.712121212121212,0.382417582417582,Zillow
765,2008,Alameda County,Union City,556000,774000,0.674698795180723,0.357894736842105,Zillow
766,2008,Contra Costa County,Antioch,518000,720000,0.471590909090909,0.190082644628099,Zillow
767,2008,Contra Costa County,Brentwood,474000,659000,0.490566037735849,0.202554744525547,Zillow
768,2008,Contra Costa County,Concord,257000,357000,0.60625,0.293478260869565,Zillow
769,2008,Contra Costa County,Danville,1175000,1634000,0.618457300275482,0.308246597277822,Zillow
770,2008,Contra Costa County,Lafayette,902000,1254000,0.604982206405694,0.296794208893485,Zillow
771,2008,Contra Costa County,Martinez,407000,566000,0.674897119341564,0.354066985645933,Zillow
772,2008,Contra Costa County,Oakley,400000,556000,0.568627450980392,0.269406392694064,Zillow
773,2008,Contra Costa County,Pittsburg,492000,684000,0.769784172661871,0.430962343096234,Zillow
774,2008,Contra Costa County,Pleasant Hill,702000,976000,0.651764705882353,0.333333333333333,Zillow
775,2008,Contra Costa County,Richmond,446000,621000,0.722007722007722,0.395505617977528,Zillow
776,2008,Contra Costa County,San Pablo,260000,361000,0.566265060240964,0.262237762237762,Zillow
777,2008,Contra Costa County,San Ramon,757000,1052000,0.617521367521368,0.308457711442786,Zillow
778,2008,Contra Costa County,Walnut Creek,657000,914000,0.663291139240506,0.346097201767305,Zillow
779,2008,Marin County,Belvedere,3217000,4472000,0.592574257425743,0.288018433179724,Zillow
780,2008,Marin County,Corte Madera,1130000,1571000,0.60056657223796,0.294069192751236,Zillow
781,2008,Marin County,Fairfax,775000,1078000,0.663090128755365,0.344139650872818,Zillow
782,2008,Marin County,Larkspur,1255000,1745000,0.762640449438202,0.424489795918367,Zillow
783,2008,Marin County,Mill Valley,1311000,1823000,0.646984924623116,0.332602339181286,Zillow
784,2008,Marin County,Novato,704000,979000,0.582022471910112,0.278067885117493,Zillow
785,2008,Marin County,Ross,2434000,3384000,0.76249094858798,0.425442291491154,Zillow
786,2008,Marin County,San Anselmo,947000,1317000,0.624356775300172,0.31437125748503,Zillow
787,2008,Marin County,San Rafael,842000,1170000,0.603809523809524,0.295681063122924,Zillow
788,2008,Marin County,Sausalito,1121000,1559000,0.698484848484848,0.373568281938326,Zillow
789,2008,Marin County,Tiburon,2105000,2928000,0.684,0.363128491620112,Zillow
790,2008,Napa County,American Canyon,429000,597000,1.188775510204082,0.766272189349112,Zillow
791,2008,Napa County,Calistoga,780000,1084000,0.964735516372796,0.584795321637427,Zillow
792,2008,Napa County,Napa,542000,754000,1.02996254681648,0.642701525054466,Zillow
793,2008,Napa County,Yountville,1065000,1481000,0.766169154228856,0.428158148505304,Zillow
794,2008,San Francisco County,San Francisco,851000,1184000,0.754639175257732,0.417964071856287,Zillow
795,2008,San Mateo County,Atherton,4528000,6295000,0.541184479237577,0.246287863789349,Zillow
796,2008,San Mateo County,Belmont,987000,1372000,0.55188679245283,0.254113345521024,Zillow
797,2008,San Mateo County,Brisbane,732000,1018000,0.671232876712329,0.351925630810093,Zillow
798,2008,San Mateo County,Burlingame,1281000,1782000,0.689973614775726,0.367613200306984,Zillow
799,2008,San Mateo County,Colma,633000,880000,0.631443298969072,0.317365269461078,Zillow
800,2008,San Mateo County,Daly City,627000,872000,0.685483870967742,0.3625,Zillow
801,2008,San Mateo County,East Palo Alto,544000,756000,0.528089887640449,0.235294117647059,Zillow
802,2008,San Mateo County,Foster City,878000,1222000,0.590579710144928,0.287671232876712,Zillow
803,2008,San Mateo County,Half Moon Bay,888000,1235000,0.594254937163375,0.287799791449427,Zillow
804,2008,San Mateo County,Hillsborough,2700000,3754000,0.541095890410959,0.24676187313185,Zillow
805,2008,San Mateo County,Menlo Park,1180000,1641000,0.592442645074224,0.287058823529412,Zillow
806,2008,San Mateo County,Millbrae,1015000,1412000,0.608557844690967,0.301382488479263,Zillow
807,2008,San Mateo County,Pacifica,693000,964000,0.65,0.335180055401662,Zillow
808,2008,San Mateo County,Portola Valley,2452000,3409000,0.401142857142857,0.132934529744101,Zillow
809,2008,San Mateo County,Redwood City,884000,1229000,0.595667870036101,0.289611752360965,Zillow
810,2008,San Mateo County,San Bruno,659000,916000,0.68542199488491,0.363095238095238,Zillow
811,2008,San Mateo County,San Carlos,1056000,1468000,0.62962962962963,0.31895777178796,Zillow
812,2008,San Mateo County,San Mateo,810000,1127000,0.597633136094674,0.29243119266055,Zillow
813,2008,San Mateo County,South San Francisco,642000,892000,0.654639175257732,0.337331334332834,Zillow
814,2008,San Mateo County,Woodside,2376000,3303000,0.517241379310345,0.22742474916388,Zillow
815,2008,Santa Clara County,Campbell,734000,1020000,0.575107296137339,0.271820448877806,Zillow
816,2008,Santa Clara County,Cupertino,1169000,1625000,0.575471698113208,0.274509803921569,Zillow
817,2008,Santa Clara County,Gilroy,609000,847000,0.514925373134328,0.223988439306358,Zillow
818,2008,Santa Clara County,Los Altos,1772000,2464000,0.479131886477462,0.196116504854369,Zillow
819,2008,Santa Clara County,Los Altos Hills,2762000,3840000,0.381690845422711,0.117253418679081,Zillow
820,2008,Santa Clara County,Los Gatos,1286000,1788000,0.541966426858513,0.246861924686192,Zillow
821,2008,Santa Clara County,Milpitas,622000,865000,0.528255528255528,0.237482117310444,Zillow
822,2008,Santa Clara County,Monte Sereno,2289000,3182000,0.510891089108911,0.221966205837174,Zillow
823,2008,Santa Clara County,Morgan Hill,734000,1020000,0.532359081419624,0.239368165249089,Zillow
824,2008,Santa Clara County,Mountain View,849000,1180000,0.526978417266187,0.234309623430962,Zillow
825,2008,Santa Clara County,Palo Alto,1649000,2293000,0.544007490636704,0.248910675381264,Zillow
826,2008,Santa Clara County,San Jose,640000,890000,0.56479217603912,0.264204545454545,Zillow
827,2008,Santa Clara County,Santa Clara,678000,943000,0.537414965986394,0.244063324538259,Zillow
828,2008,Santa Clara County,Saratoga,1702000,2366000,0.453458582408198,0.175360158966716,Zillow
829,2008,Santa Clara County,Sunnyvale,812000,1129000,0.549618320610687,0.251662971175166,Zillow
830,2008,Solano County,Benicia,487000,678000,0.690972222222222,0.36969696969697,Zillow
831,2008,Solano County,Dixon,369000,513000,0.782608695652174,0.436974789915966,Zillow
832,2008,Solano County,Fairfield,357000,496000,0.683962264150943,0.358904109589041,Zillow
833,2008,Solano County,Rio Vista,312000,434000,0.552238805970149,0.254335260115607,Zillow
834,2008,Solano County,Suisun City,320000,445000,0.666666666666667,0.344410876132931,Zillow
835,2008,Solano County,Vacaville,354000,492000,0.69377990430622,0.370473537604457,Zillow
836,2008,Solano County,Vallejo,341000,475000,0.757731958762887,0.417910447761194,Zillow
837,2008,Sonoma County,Cloverdale,467000,649000,0.831372549019608,0.481735159817352,Zillow
838,2008,Sonoma County,Cotati,443000,616000,0.628676470588235,0.313432835820896,Zillow
839,2008,Sonoma County,Healdsburg,710000,987000,0.775,0.436681222707424,Zillow
840,2008,Sonoma County,Petaluma,527000,732000,0.636645962732919,0.318918918918919,Zillow
841,2008,Sonoma County,Rohnert Park,405000,564000,0.575875486381323,0.276018099547511,Zillow
842,2008,Sonoma County,Santa Rosa,441000,614000,0.651685393258427,0.337690631808279,Zillow
843,2008,Sonoma County,Sebastopol,675000,939000,0.767015706806283,0.429223744292238,Zillow
844,2008,Sonoma County,Sonoma,647000,900000,0.753387533875339,0.419558359621451,Zillow
845,2008,Sonoma County,Windsor,465000,647000,0.666666666666667,0.347916666666667,Zillow
846,2009,Alameda County,Alameda,590000,815000,0.532467532467532,0.231117824773414,Zillow
847,2009,Alameda County,Albany,564000,779000,0.630057803468208,0.309243697478992,Zillow
848,2009,Alameda County,Berkeley,694000,959000,0.559550561797753,0.25359477124183,Zillow
849,2009,Alameda County,Dublin,543000,750000,0.392307692307692,0.117734724292101,Zillow
850,2009,Alameda County,Emeryville,288000,398000,0.556756756756757,0.247648902821317,Zillow
851,2009,Alameda County,Fremont,544000,751000,0.439153439153439,0.155384615384615,Zillow
852,2009,Alameda County,Hayward,318000,439000,0.209125475285171,-0.028761061946903,Zillow
853,2009,Alameda County,Livermore,449000,620000,0.340298507462687,0.076388888888889,Zillow
854,2009,Alameda County,Newark,431000,595000,0.330246913580247,0.068222621184919,Zillow
855,2009,Alameda County,Oakland,378000,522000,0.488188976377953,0.194508009153318,Zillow
856,2009,Alameda County,Piedmont,834000,1152000,0.524680073126142,0.22422954303932,Zillow
857,2009,Alameda County,Pleasanton,668000,922000,0.455337690631808,0.168567807351077,Zillow
858,2009,Alameda County,San Leandro,354000,488000,0.340909090909091,0.072527472527472,Zillow
859,2009,Alameda County,Union City,438000,605000,0.319277108433735,0.06140350877193,Zillow
860,2009,Contra Costa County,Antioch,339000,468000,-0.036931818181818,-0.226446280991736,Zillow
861,2009,Contra Costa County,Brentwood,319000,441000,0.00314465408805,-0.195255474452555,Zillow
862,2009,Contra Costa County,Concord,203000,280000,0.26875,0.014492753623188,Zillow
863,2009,Contra Costa County,Danville,1003000,1385000,0.381542699724518,0.10888710968775,Zillow
864,2009,Contra Costa County,Lafayette,789000,1090000,0.403914590747331,0.127197518097208,Zillow
